Actinomycetaceae,Aerococcus,Aeromonas,Akkermansia,Alcaligenes faecalis et rel.,Allistipes et rel.,Anaerobiospirillum,Anaerofustis,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Anaerovorax odorimutans et rel.,Aneurinibacillus,Aquabacterium,Asteroleplasma et rel.,Atopobium,Bacillus,Bacteroides fragilis et rel.,Bacteroides intestinalis et rel.,Bacteroides ovatus et rel.,Bacteroides plebeius et rel.,Bacteroides splachnicus et rel.,Bacteroides stercoris et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bilophila et rel.,Brachyspira,Bryantella formatexigens et rel.,Bulleidia moorei et rel.,Burkholderia,Butyrivibrio crossotus et rel.,Campylobacter,Catenibacterium mitsuokai et rel.,Clostridium (sensu stricto),Clostridium cellulosi et rel.,Clostridium colinum et rel.,Clostridium difficile et rel.,Clostridium felsineum et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium ramosum et rel.,Clostridium sphenoides et rel.,Clostridium stercorarium et rel.,Clostridium symbiosum et rel.,Clostridium thermocellum et rel.,Collinsella,Coprobacillus catenaformis et rel.,Coprococcus eutactus et rel.,Corynebacterium,Desulfovibrio et rel.,Dialister,Dorea formicigenerans et rel.,Eggerthella lenta et rel.,Enterobacter aerogenes et rel.,Enterococcus,Escherichia coli et rel.,Eubacterium biforme et rel.,Eubacterium cylindroides et rel.,Eubacterium hallii et rel.,Eubacterium limosum et rel.,Eubacterium rectale et rel.,Eubacterium siraeum et rel.,Eubacterium ventriosum et rel.,Faecalibacterium prausnitzii et rel.,Fusobacteria,Gemella,Granulicatella,Haemophilus,Helicobacter,Klebisiella pneumoniae et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Lactobacillus catenaformis et rel.,Lactobacillus gasseri et rel.,Lactobacillus plantarum et rel.,Lactobacillus salivarius et rel.,Lactococcus,Leminorella,Megamonas hypermegale et rel.,Megasphaera elsdenii et rel.,Methylobacterium,Micrococcaceae,Mitsuokella multiacida et rel.,Moraxellaceae,Novosphingobium,Oceanospirillum,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Oxalobacter formigenes et rel.,Papillibacter cinnamivorans et rel.,Parabacteroides distasonis et rel.,Peptococcus niger et rel.,Peptostreptococcus anaerobius et rel.,Peptostreptococcus micros et rel.,Phascolarctobacterium faecium et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella ruminicola et rel.,Prevotella tannerae et rel.,Propionibacterium,Proteus et rel.,Pseudomonas,Roseburia intestinalis et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus gnavus et rel.,Ruminococcus lactaris et rel.,Ruminococcus obeum et rel.,Serratia,Sporobacter termitidis et rel.,Staphylococcus,Streptococcus bovis et rel.,Streptococcus intermedius et rel.,Streptococcus mitis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Bacteroidetes,Uncultured Chroococcales,Uncultured Clostridiales I,Uncultured Clostridiales II,Uncultured Mollicutes,Uncultured Selenomonadaceae,Veillonella,Vibrio,Weissella et rel.,Wissella et rel.,Xanthomonadaceae,Yersinia et rel.
1.46E-05,1.62E-06,1.62E-06,0.002178663,0.000124819,0.014485518,1.62E-06,1.62E-06,0.047408623,0.001220635,0.000831588,1.62E-06,1.62E-06,1.62E-06,1.78E-05,7.78E-05,0.004289243,0.002773581,0.004093099,0.003232332,0.002467207,0.000883461,0.003209638,0.090148681,0.001556188,6.81E-05,8.11E-06,0.016704707,0.000145893,1.62E-06,0.028685734,0.000338795,3.57E-05,0.001501073,0.004796626,0.000760263,0.001903088,1.62E-06,0.003347425,0.013684729,0.014623305,0.000235049,0.017468212,0.000641928,0.032577826,1.62E-06,0.000348521,0.000296648,0.053926781,6.97E-05,0.000192902,0.00025126,0.016388606,0.000256123,0.00067759,0.000332311,0.001027733,0.000591676,0.000179934,0.009341992,9.73E-05,0.010509133,0.000184797,0.001945235,0.208085046,0.000402015,1.62E-06,1.62E-06,1.46E-05,0.000175071,0.000431194,0.005010602,0.01088197,8.11E-06,0.000650033,0.001740985,6.65E-05,6.65E-05,1.62E-06,6.32E-05,0.000249639,1.62E-06,1.62E-06,6.48E-05,9.73E-06,1.62E-06,0.000119956,0.032568099,0.028397191,0.000359869,0.006132354,0.003903439,0.000139409,1.62E-06,0.000175071,0.000873735,0.004927929,0.001494589,7.78E-05,0.00502357,0.000121577,0.0003469,8.11E-06,0.002485038,0.004154698,0.048110528,0.008380721,0.004342737,0.093726292,1.62E-06,0.014015419,1.46E-05,0.022879207,0.000513866,0.005999429,0.047809017,0.004088236,0.002853012,3.73E-05,6.48E-06,0.0058584,0.004958729,0.000784578,1.62E-06,0.002786549,0.000144272,0.000100504,1.62E-06,2.27E-05,0.000147514
1.79E-05,1.63E-06,1.63E-06,0.004935359,0.000125627,0.001282378,1.63E-06,1.63E-06,0.00784926,0.001752256,0.002072035,1.63E-06,1.63E-06,1.63E-06,2.94E-05,8.97E-05,0.000698292,2.28E-05,0.000600401,0.000368724,0.000874497,0.000290411,5.55E-05,0.002191136,0.009425312,7.99E-05,1.31E-05,0.00944489,0.000272464,1.63E-06,0.008492081,0.000368724,0.001540158,0.001755519,0.100896685,0.001350902,0.001275851,1.63E-06,0.054967663,0.011552819,0.023402575,0.000256149,0.018284486,0.000828814,0.018237171,1.63E-06,0.000430722,0.000272464,0.03264842,8.97E-05,0.000207204,0.000719502,0.01351391,0.000443774,0.000672188,0.000350778,0.000819025,0.004326801,0.000197414,0.009839719,0.000137048,0.005951798,0.000407881,0.003900973,0.034470832,0.000432354,1.63E-06,1.63E-06,1.79E-05,0.000195783,0.000283885,0.001987196,0.009002747,3.43E-05,0.000657504,0.001037649,7.83E-05,0.000172942,1.63E-06,7.18E-05,0.000484563,1.63E-06,1.63E-06,7.67E-05,1.96E-05,1.63E-06,0.000130522,0.078190771,0.004387167,0.001256273,0.002437496,0.00079292,0.000354041,1.63E-06,0.000207204,0.000367093,0.001481423,0.000386671,2.45E-05,0.000210467,0.000316516,0.000476405,1.47E-05,0.002107929,0.024153076,0.017750977,0.002995477,0.000680345,0.068696935,1.63E-06,0.083002134,4.24E-05,0.003263047,0.000323042,0.00117796,0.06121803,0.000520456,0.000518825,1.63E-06,1.63E-06,0.19151314,0.039213671,0.001425952,1.63E-06,0.0001501,0.000215361,0.000148469,1.63E-06,2.12E-05,0.000137048
4.61E-05,1.32E-06,1.32E-06,0.001935433,0.000114546,0.01739783,1.32E-06,9.22E-06,0.0288498,0.001090162,0.000721508,1.32E-06,1.32E-06,1.32E-06,3.03E-05,7.90E-05,0.003786602,0.001502265,0.004521277,0.003656257,0.002792553,0.000878186,0.00414209,0.101868285,0.001848536,7.11E-05,1.32E-05,0.023688645,0.000148778,1.32E-06,0.024685328,0.000301506,6.58E-05,0.001751106,0.007205867,0.001522014,0.005481093,1.32E-06,0.002691173,0.01191147,0.01895671,0.000368654,0.012759374,0.000838688,0.023356857,1.32E-06,0.001119128,0.00056483,0.050333105,7.11E-05,0.000184327,0.000227775,0.015540078,0.000268591,0.000504266,0.00028834,0.000622762,0.000433168,0.000177744,0.012869971,0.00010138,0.007872077,0.00018696,0.002705656,0.214934432,0.000363387,1.32E-06,1.32E-06,3.29E-05,0.000161944,0.000269907,0.007948441,0.022115283,1.71E-05,0.000859754,0.002791237,6.58E-05,6.06E-05,1.32E-06,6.19E-05,0.000244892,1.32E-06,1.32E-06,6.19E-05,1.71E-05,1.32E-06,0.000110596,0.021279229,0.030831315,0.000313356,0.003453497,0.003194123,0.000132979,1.32E-06,0.000160628,0.000916368,0.003627291,0.001486465,6.71E-05,0.003869549,9.87E-05,0.000313356,1.58E-05,0.002015747,0.009821993,0.055675953,0.008629134,0.004692437,0.091909364,1.32E-06,0.009843059,2.11E-05,0.033473773,0.000639878,0.007644302,0.028099326,0.004751685,0.002456815,2.11E-05,1.32E-06,0.004604224,0.002546345,0.000812355,1.32E-06,0.006889878,0.000136929,0.000107963,1.05E-05,1.58E-05,0.000119813
3.75E-05,1.01E-06,1.01E-06,0.001847087,0.000105316,0.015349858,1.01E-06,2.33E-05,0.023458204,0.001485568,0.000816202,1.01E-06,1.01E-06,1.01E-06,3.34E-05,8.30E-05,0.002897212,0.00111291,0.002968098,0.003074427,0.001847087,0.000781771,0.00415392,0.065534111,0.001330632,7.39E-05,1.92E-05,0.019004538,0.000136709,1.01E-06,0.038081987,0.000264304,7.09E-05,0.001244556,0.012098216,0.000712911,0.001861264,1.01E-06,0.010654166,0.006599487,0.014803023,0.000328101,0.014582264,0.000766582,0.022716939,1.01E-06,0.0010481,0.000547848,0.043482488,6.58E-05,0.000178228,0.000202531,0.012649101,0.000243038,0.000421265,0.000254177,0.000575189,0.000428354,0.000162025,0.011518976,9.92E-05,0.008738219,0.000170126,0.002854681,0.262113152,0.00032,1.01E-06,1.01E-06,2.63E-05,0.000141772,0.000256202,0.007096702,0.009517965,2.63E-05,0.00051848,0.001218227,5.97E-05,6.08E-05,1.01E-06,6.18E-05,0.000226835,1.01E-06,1.01E-06,5.97E-05,2.23E-05,1.01E-06,0.000107342,0.064488036,0.034648066,0.000565063,0.008537713,0.003498731,0.000200506,1.01E-06,0.00014481,0.00054481,0.001956454,0.000807088,5.57E-05,0.002185314,8.81E-05,0.00028962,1.92E-05,0.004609616,0.009908851,0.045339701,0.00518683,0.003886578,0.074249039,8.10E-06,0.02449719,2.43E-05,0.003030883,0.000261266,0.001273923,0.041373123,0.00183291,0.002231896,5.97E-05,0.000131645,0.014948846,0.008672396,0.00124253,1.01E-06,0.00236658,0.000132658,9.32E-05,2.63E-05,2.33E-05,0.00011038
2.80E-05,1.17E-06,1.17E-06,0.001776361,0.000112044,0.01324334,1.17E-06,1.87E-05,0.027328176,0.001412218,0.000908021,1.17E-06,1.17E-06,1.17E-06,3.15E-05,8.75E-05,0.002647034,0.000944202,0.002698388,0.00277425,0.001853391,0.000783139,0.003672935,0.049613216,0.001401714,7.00E-05,1.63E-05,0.018149924,0.000126049,1.17E-06,0.041292798,0.000284778,7.12E-05,0.001344525,0.01489832,0.000826323,0.001882569,1.17E-06,0.013881756,0.008123173,0.016110961,0.000362975,0.014346271,0.000887013,0.023321444,1.17E-06,0.00108309,0.000535709,0.0455633,6.65E-05,0.000182071,0.000221753,0.013279521,0.000253266,0.00041783,0.00026377,0.000594065,0.000435337,0.00016223,0.012916546,0.000100373,0.008670554,0.000184405,0.003176908,0.245240474,0.000338466,1.17E-06,1.17E-06,2.10E-05,0.000151726,0.000252098,0.007454412,0.011100503,1.63E-05,0.000556717,0.001290838,5.95E-05,6.30E-05,1.17E-06,6.07E-05,0.000218252,1.17E-06,1.17E-06,6.30E-05,1.63E-05,1.17E-06,0.000113211,0.062705997,0.036001064,0.000570723,0.008760422,0.002754409,0.000175068,1.17E-06,0.000155227,0.000576559,0.001600125,0.000627912,4.90E-05,0.001823046,8.87E-05,0.000305786,1.63E-05,0.004636978,0.010368717,0.05441009,0.005052474,0.003476858,0.081761608,1.17E-06,0.027499743,2.10E-05,0.003698612,0.000291781,0.00141572,0.037463469,0.001686492,0.001856892,5.02E-05,0.000177403,0.015485383,0.008563179,0.00107492,1.17E-06,0.001950262,0.000134219,9.22E-05,9.34E-06,1.98E-05,0.000116712
1.67E-05,1.51E-06,1.51E-06,0.008494138,0.000131774,0.008148799,1.51E-06,3.03E-06,0.038658326,0.001623701,0.001193542,1.51E-06,1.51E-06,1.51E-06,2.57E-05,8.33E-05,0.003545788,0.000551331,0.003401896,0.002223501,0.001806973,0.000983006,0.006054043,0.030870013,0.009787647,9.39E-05,1.36E-05,0.027316652,0.000146921,1.51E-06,0.023543667,0.000337766,3.64E-05,0.001494956,0.009954258,0.002638514,0.001599467,1.51E-06,0.01024507,0.0174457,0.011197783,0.000260519,0.016479355,0.001452546,0.045406077,1.51E-06,0.001249583,0.000375632,0.051934204,8.03E-05,0.000181758,0.000239314,0.023025658,0.000318076,0.000554361,0.00032262,0.000710369,0.000875466,0.000177214,0.012011148,9.09E-05,0.008091242,0.000948169,0.018866438,0.189561055,0.000398352,1.51E-06,1.51E-06,2.42E-05,0.000178728,0.000307473,0.012055073,0.01866499,1.51E-05,0.000616461,0.000954227,8.63E-05,7.72E-05,1.51E-06,6.82E-05,0.000307473,1.51E-06,1.51E-06,7.27E-05,1.21E-05,1.51E-06,0.000122686,0.050154494,0.009714944,0.000751265,0.00548605,0.003554876,0.000239314,1.51E-06,0.000178728,0.000925449,0.001107207,0.000477114,5.00E-05,0.001278362,8.63E-05,0.000358971,1.36E-05,0.012385266,0.005717791,0.017466905,0.008884917,0.001016328,0.076416952,1.51E-06,0.020155403,2.42E-05,0.008232104,0.000511951,0.003373118,0.038376602,0.002267426,0.001554027,1.67E-05,1.51E-06,0.07034019,0.026516919,0.000810336,1.51E-06,0.000287783,0.000134804,0.000101481,1.51E-06,3.18E-05,0.000128745
0.000113619,1.83E-06,1.47E-05,0.002664556,0.000258392,0.01351703,1.83E-06,5.68E-05,0.07936124,0.001493544,0.000932778,3.67E-05,1.83E-06,1.83E-06,8.61E-05,0.000229071,0.001117867,2.93E-05,0.000980424,0.000654227,0.001856393,0.00054244,0.000131945,0.00482882,0.013073548,0.00019975,8.25E-05,0.024858801,0.000289546,0.000104456,0.009252642,0.000672553,0.000102624,0.003776925,0.006630235,0.000940108,0.005111035,1.83E-06,0.014200578,0.00291745,0.018366008,0.000676218,0.012928775,0.009516532,0.034346011,1.83E-06,0.000703707,0.000654227,0.014008159,0.00019242,0.000395835,0.003322448,0.01351703,0.000912619,0.000943773,0.000643232,0.001203998,0.002402498,0.00040683,0.019106366,0.000219908,0.004966262,0.000337193,0.006111618,0.276058217,0.000799,1.83E-06,1.83E-06,7.70E-05,0.000386672,0.000533278,0.013441895,0.015897537,7.33E-05,0.00113436,0.001682298,0.000175927,0.000179592,1.83E-06,0.000190587,0.000536943,1.83E-06,1.83E-06,0.000185089,9.16E-05,1.10E-05,0.000287713,0.007394417,0.059294607,0.000809996,0.00603465,0.003441565,0.000304206,1.83E-06,0.000381174,0.000672553,0.001717117,0.000560766,9.71E-05,0.000432486,0.000203415,0.000685381,0.00012095,0.005657141,0.003016409,0.021294454,0.010075465,0.00298159,0.120101085,1.83E-06,0.021116694,0.000102624,0.00376593,0.000558934,0.001598,0.065910182,0.001039067,0.001423906,3.67E-06,1.83E-06,0.004773843,0.002701207,0.001400083,1.83E-06,0.000562599,0.00032803,0.000234569,1.10E-05,0.000111787,0.000311537
1.44E-05,1.61E-06,1.61E-06,0.005294598,0.000136459,0.012207437,1.61E-06,1.61E-06,0.01109008,0.000998557,0.000915076,1.61E-06,1.61E-06,1.61E-06,2.09E-05,9.47E-05,0.007617607,0.001974638,0.007269236,0.003398625,0.001948952,0.003799974,0.011961811,0.140094943,0.004069681,8.35E-05,1.77E-05,0.026468175,0.000155723,1.61E-06,0.012329447,0.000364425,3.85E-05,0.00208541,0.008396225,0.001834968,0.002104675,1.61E-06,0.017047708,0.013804806,0.014153177,0.000266496,0.012839963,0.002862422,0.012528516,1.61E-06,0.000409376,0.000419009,0.065313959,7.87E-05,0.000195858,0.000280944,0.01952644,0.000277734,0.0005651,0.000329106,0.000671056,0.000658213,0.000199069,0.010592407,9.95E-05,0.01278859,0.000313052,0.014962297,0.244222579,0.000435063,1.61E-06,1.61E-06,1.61E-05,0.000194253,0.000279339,0.004509559,0.008375355,1.93E-05,0.000663029,0.001051535,7.55E-05,0.000183015,1.61E-06,8.19E-05,0.000266496,1.61E-06,1.61E-06,9.47E-05,1.77E-05,1.61E-06,0.000268101,0.018927627,0.004138713,0.001248999,0.002908979,0.013260577,0.000157329,1.61E-06,0.000191042,0.0020822,0.00125542,0.000717612,7.71E-05,0.00390593,0.000112378,0.000370847,1.44E-05,0.018442797,0.016148685,0.010821979,0.007691456,0.005978497,0.064732806,1.61E-06,0.012581494,2.41E-05,0.003658699,0.000269707,0.001382247,0.06481147,0.00096966,0.003162632,5.30E-05,1.61E-06,0.005251253,0.004339387,0.000752931,1.61E-06,0.000322685,0.000155723,0.000123616,2.73E-05,3.05E-05,0.00014288
1.45E-05,9.08E-07,9.08E-07,0.002124637,8.63E-05,0.011293549,9.08E-07,6.36E-06,0.029808501,0.000679448,0.000554095,9.08E-07,9.08E-07,9.08E-07,1.64E-05,6.09E-05,0.0168563,0.00093197,0.013066653,0.002968497,0.002427118,0.003381797,0.012944025,0.171372539,0.001423389,6.54E-05,1.45E-05,0.032050315,0.000127169,1.54E-05,0.022516246,0.000223455,4.54E-05,0.000898361,0.00667185,0.000593154,0.000859302,9.08E-07,0.006746335,0.007216862,0.008325052,0.000301573,0.011844919,0.002149162,0.037220659,9.08E-07,0.000347899,0.000454176,0.030670528,5.54E-05,0.000125353,0.018303306,0.014432816,0.000191662,0.000485969,0.000202563,0.000426017,0.001226276,0.000120811,0.009872885,7.18E-05,0.009969171,0.000450543,0.013711583,0.195565604,0.000271597,9.08E-07,9.08E-07,1.36E-05,0.000118994,0.00022073,0.017879106,0.015722676,1.18E-05,0.003586176,0.000785725,4.91E-05,8.18E-05,9.08E-07,4.81E-05,0.000179854,9.08E-07,9.08E-07,5.09E-05,1.64E-05,9.08E-07,8.54E-05,0.016483876,0.012036581,0.000382416,0.005528234,0.010166283,0.000120811,9.08E-07,0.000120811,0.000227088,0.016092376,0.000757566,0.000142611,0.002513412,8.27E-05,0.00023163,2.63E-05,0.007842717,0.012157392,0.01253345,0.005228478,0.015794436,0.059426248,9.08E-07,0.013301916,1.82E-05,0.00368337,0.000168954,0.001220826,0.022902296,0.001769471,0.00382144,3.18E-05,9.08E-07,0.028869264,0.001439739,0.000475977,0.000100827,0.000190754,9.81E-05,9.72E-05,1.45E-05,8.36E-05,9.27E-05
1.06E-05,9.66E-07,9.66E-07,0.003037872,8.79E-05,0.011175893,9.66E-07,9.66E-07,0.036212019,0.000612404,0.000626893,9.66E-07,9.66E-07,9.66E-07,1.35E-05,5.80E-05,0.016063535,0.000870309,0.013093279,0.003088101,0.002293135,0.002146312,0.009762727,0.185640571,0.001876816,5.51E-05,1.35E-05,0.025372272,0.000105287,1.55E-05,0.014252403,0.000227961,2.99E-05,0.000908947,0.004692523,0.00045882,0.000936959,9.66E-07,0.003873408,0.009630394,0.008431666,0.000214438,0.0139916,0.001891305,0.027481879,9.66E-07,0.000246314,0.000409557,0.056054301,5.41E-05,0.000127504,0.008635478,0.015551589,0.000198983,0.000550584,0.000207676,0.000431774,0.000825876,0.000124606,0.007021397,6.57E-05,0.00923436,0.000383477,0.01140482,0.159336169,0.000271428,9.66E-07,9.66E-07,1.16E-05,0.000121708,0.000232791,0.011277317,0.015531304,7.73E-06,0.008353425,0.000768886,4.83E-05,0.000105287,9.66E-07,4.73E-05,0.000187392,9.66E-07,9.66E-07,5.02E-05,1.26E-05,9.66E-07,8.40E-05,0.013726933,0.015490735,0.000492628,0.005654596,0.012112852,0.000110117,9.66E-07,0.000122674,0.000226029,0.014235982,0.000774682,0.000139095,0.003969036,8.02E-05,0.000236655,2.41E-05,0.006779913,0.0107702,0.011329477,0.006701672,0.022977714,0.094315073,9.66E-07,0.009771421,1.93E-05,0.005358054,0.000186426,0.001842042,0.019757279,0.001450838,0.004297455,4.73E-05,9.66E-07,0.027386251,0.001255718,0.000470411,3.38E-05,0.000156482,0.000104321,0.00012847,3.19E-05,9.27E-05,9.27E-05
1.27E-05,1.27E-06,1.27E-06,0.003043268,9.51E-05,0.001856393,1.27E-06,1.27E-05,0.012561087,0.00082929,0.001123473,1.27E-06,1.27E-06,1.27E-06,1.90E-05,6.47E-05,0.000934537,8.12E-05,0.000876207,0.000461562,0.000792518,0.000519892,0.000432398,0.00585829,0.004034866,5.71E-05,7.61E-06,0.013267379,0.000124267,1.27E-06,0.011192885,0.000268822,4.95E-05,0.001738467,0.12055778,0.001103185,0.00178792,1.27E-06,0.005496902,0.015511789,0.030939888,0.000455222,0.024030402,0.002391501,0.051847137,1.27E-06,0.000582025,0.000765889,0.079611882,5.58E-05,0.000143287,0.000228245,0.021243276,0.000301791,0.000557932,0.000261214,0.000550324,0.000568077,0.000139483,0.011618942,8.12E-05,0.007331739,0.000128071,0.029446151,0.18974647,0.000324615,1.27E-06,1.27E-06,7.61E-06,0.000136947,0.000229513,0.004245358,0.01168488,7.61E-06,0.001349182,0.000951021,5.33E-05,0.00010905,1.27E-06,5.07E-05,0.000258678,1.27E-06,1.27E-06,5.20E-05,7.61E-06,1.27E-06,9.64E-05,0.01603168,0.031874425,0.000297987,0.004763982,0.00082929,0.000125535,1.27E-06,0.000139483,0.000725312,0.001041051,0.00027009,2.79E-05,0.000278966,9.26E-05,0.000272626,8.88E-06,0.002766838,0.000259946,0.020214905,0.010492933,0.002429542,0.088635171,1.27E-06,0.01414105,2.54E-05,0.048483058,0.000573149,0.010486593,0.062006579,0.000845775,0.000511015,1.27E-06,1.27E-06,0.001352986,0.001512758,0.000554128,1.27E-06,0.000149627,0.000129339,0.000117927,2.28E-05,1.65E-05,0.000103978
0.000141157,1.68E-06,1.68E-06,0.004853129,0.000199973,0.023695974,1.68E-06,2.86E-05,0.025887276,0.001945957,0.003959132,1.68E-06,4.87E-05,1.68E-06,8.57E-05,0.000136116,0.003186126,0.000944411,0.004624588,0.004352356,0.002930698,0.001875378,0.021276131,0.073062445,0.049652148,0.000161323,3.53E-05,0.019783895,0.000218458,0.000168045,0.015483632,0.000458762,8.23E-05,0.00210896,0.024302615,0.00082678,0.003523896,1.68E-06,0.020940042,0.005290045,0.021618942,0.00064025,0.006263023,0.003001277,0.032249445,1.68E-06,0.014317403,0.001025072,0.03426094,0.000119312,0.000282315,0.000320965,0.016628016,0.0009797,0.000690663,0.000426833,0.000878873,0.004280097,0.000258789,0.021736573,0.000152921,0.001977885,0.00075452,0.015712173,0.132261209,0.000534382,1.68E-06,1.68E-06,4.20E-05,0.000248706,0.000371379,0.005994152,0.026571217,3.36E-05,0.000820058,0.001214963,0.000117631,0.000157962,4.87E-05,0.000110909,0.000352894,1.68E-06,1.68E-06,0.000117631,3.70E-05,1.68E-06,0.000179808,0.065974323,0.007504873,0.0009797,0.004222962,0.008155206,0.000403307,1.68E-06,0.000250387,0.001176312,0.001777912,0.000776366,8.23E-05,0.002179539,0.000178127,0.000494051,4.20E-05,0.001549372,0.003061773,0.014843382,0.007950192,0.000831821,0.081184042,1.68E-06,0.039754319,5.71E-05,0.005982389,0.000430194,0.002591248,0.030059824,0.003134032,0.002567722,8.07E-05,1.68E-06,0.032968676,0.01250084,0.001176312,1.68E-06,0.000273913,0.000280635,0.000134436,1.68E-06,8.91E-05,0.000211736
7.26E-05,1.91E-06,1.91E-06,0.003012871,0.00018902,0.004324558,1.91E-06,6.30E-05,0.084150353,0.001036748,0.000721714,1.91E-06,1.91E-06,1.91E-06,3.25E-05,0.000158472,0.000826726,1.91E-06,0.000714077,0.000450594,0.001305959,0.000364676,9.74E-05,0.002575642,0.014716861,0.000124104,3.25E-05,0.031757336,0.000204295,3.05E-05,0.010392303,0.000479234,6.11E-05,0.002291156,0.004252004,0.000721714,0.003207619,1.91E-06,0.006860104,0.002829578,0.013693478,0.00067971,0.018367437,0.008217614,0.031971177,1.91E-06,0.000486871,0.000750354,0.018254788,0.000114558,0.000288304,0.001861565,0.015640961,0.000591882,0.000761809,0.00048878,0.00092219,0.002875401,0.000282576,0.01876648,0.000154653,0.00350356,0.000213841,0.006483972,0.262747898,0.000586154,1.91E-06,1.91E-06,3.44E-05,0.000257755,0.000402862,0.013273432,0.019810865,3.05E-05,0.000861093,0.001338417,0.00010883,0.000112649,1.91E-06,0.000106921,0.000376131,1.91E-06,1.91E-06,0.000118376,3.25E-05,1.91E-06,0.000185202,0.002923134,0.077567097,0.000622431,0.006619532,0.001582807,0.000223388,1.91E-06,0.000267302,0.00048878,0.001267773,0.000378041,4.39E-05,0.000267302,0.000127923,0.000530785,3.82E-05,0.005691614,0.001716458,0.017972212,0.01501853,0.002820032,0.138706604,1.91E-06,0.005752712,4.58E-05,0.003104517,0.000526966,0.001326961,0.081601442,0.000845819,0.000714077,1.91E-06,1.91E-06,0.00301478,0.002073496,0.001029111,1.91E-06,0.000567061,0.000242481,0.000160381,1.91E-06,5.16E-05,0.000215751
9.35E-05,1.95E-06,1.95E-06,0.004192137,0.000243502,0.004856412,1.95E-06,6.04E-05,0.056101001,0.001297381,0.000911673,1.56E-05,1.95E-05,1.95E-06,5.84E-05,0.000190906,0.000946737,1.95E-06,0.00077726,0.000479213,0.001472702,0.000430512,8.18E-05,0.002070744,0.023715184,0.000149997,5.45E-05,0.022069108,0.000241554,0.000116881,0.012975755,0.000564926,9.35E-05,0.002873328,0.010755013,0.00082596,0.006093404,1.95E-06,0.025630087,0.003072026,0.021188603,0.000905829,0.016838677,0.006315478,0.026514487,1.95E-06,0.000504537,0.000979854,0.016057521,0.000149997,0.000346747,0.009099197,0.015482855,0.000872713,0.000872713,0.000535705,0.00105193,0.002152561,0.000337007,0.021765217,0.00018701,0.004597325,0.000259087,0.005409649,0.294887229,0.000668171,1.95E-06,1.95E-06,5.45E-05,0.000317527,0.000477265,0.008514791,0.011736815,6.43E-05,0.001240888,0.001572051,0.000144153,0.000229866,1.95E-06,0.000148049,0.000449992,1.95E-06,1.95E-06,0.000148049,5.84E-05,1.95E-06,0.000229866,0.005080434,0.046355062,0.001554519,0.005495362,0.001696725,0.000264931,1.95E-06,0.000323371,0.000555185,0.001486339,0.000444148,6.82E-05,0.000284411,0.00017727,0.000635054,6.23E-05,0.003925258,0.006173272,0.022573645,0.007973242,0.004607065,0.10692287,1.95E-06,0.02208664,6.43E-05,0.010379046,0.000551289,0.003502538,0.078302574,0.001067514,0.000798688,1.95E-06,1.95E-06,0.00470057,0.002339571,0.001188292,1.75E-05,0.000564926,0.000290255,0.000190906,1.95E-06,9.74E-05,0.000266879
0.00013494,1.48E-06,1.48E-06,0.002113068,0.000194254,0.015672289,1.48E-06,2.52E-05,0.033687488,0.002136793,0.002256905,3.26E-05,1.19E-05,1.48E-06,7.71E-05,0.000151251,0.003696756,0.00258165,0.002827804,0.004332901,0.002958295,0.003019092,0.010078962,0.084759963,0.005446525,0.000143837,4.89E-05,0.009782391,0.000209082,0.000118628,0.02063392,0.000459685,7.71E-05,0.002774421,0.010117516,0.000708804,0.003517331,1.48E-06,0.005827618,0.008097868,0.045215199,0.000499722,0.007396478,0.002646895,0.034359222,1.48E-06,0.004365524,0.00075329,0.040354402,0.000126043,0.000315848,0.000333642,0.012467841,0.000542725,0.000652456,0.000438925,0.000827433,0.000473031,0.000290639,0.030509731,0.000148285,0.005360519,0.000413716,0.002147173,0.119182947,0.000533828,1.48E-06,1.48E-06,4.45E-05,0.0002595,0.000360334,0.007000556,0.004703614,4.75E-05,0.002759592,0.002455607,0.000120111,0.000123077,1.48E-06,0.00011418,0.000321779,1.48E-06,1.48E-06,0.000115663,4.60E-05,1.48E-06,0.000188323,0.042759592,0.018998332,0.002215385,0.008235774,0.00387025,0.000471548,1.48E-06,0.000256534,0.000803707,0.002371084,0.000999444,9.79E-05,0.002965709,0.00018684,0.000486376,4.60E-05,0.004301761,0.003244486,0.014902688,0.002823355,0.008957924,0.123228174,1.48E-06,0.060421872,5.49E-05,0.034391844,0.00060797,0.008818536,0.061794995,0.007626321,0.002881186,7.56E-05,1.48E-06,0.003788693,0.006107878,0.00094013,1.48E-06,0.001792771,0.000287674,0.000137905,1.48E-06,8.75E-05,0.0002076
